日期,品牌号,批次号,松散回潮皮带秤实时流量均值,松散回潮皮带秤SD,松散回潮皮带秤累计值,松散回潮出口水分均值,松散回潮出口水分SD,松散回潮出口温度均值,松散回潮出口温度SD,松散回潮出口温度CPK,松散回潮出口温度P,松散回潮回风温度均值,松散回潮回风温度SD,松散回潮回风温度CPK,松散回潮回风温度P值,松散回潮累计加水量,润叶加料皮带秤实时流量均值,润叶加料皮带秤SD,润叶加料皮带秤累计值,润叶加料入口水分均值,润叶加料入口水分SD,润叶加料入口水分CPK,润叶加料入口水分P,润叶加料出口水分均值,润叶加料出口水分SD,润叶加料出口水分CPK,润叶加料出口水分P,润叶加料出口温度均值,润叶加料出口温度SD,润叶加料出口温度CPK,润叶加料出口温度P,润叶加料料液流量实时流量均值,润叶加料料液流量流量SD,润叶加料料液流量累计加料量,润叶加料料液温度均值,润叶加料料液温度SD,润叶加料料液温度CPK,润叶加料料液温度P,润叶加料瞬时精度均值,润叶加料瞬时精度SD,润叶加料瞬时精度CPK,润叶加料瞬时精度P,润叶加料累计精度,润叶加料累计加水量,sirox增温增湿皮带秤实时流量均值,sirox增温增湿皮带秤SD,sirox增温增湿皮带秤累计值,sirox增温增湿sirox入口水分均值,sirox增温增湿sirox入口水分SD,sirox增温增湿sirox入口水分CPK,sirox增温增湿sirox入口水分P,sirox增温增湿sirox蒸汽薄膜阀开度均值,sirox增温增湿sirox蒸汽阀门开度SD,sirox增温增湿sirox蒸汽减压阀后压力均值,sirox增温增湿sirox蒸汽减压阀后压力SD,sirox增温增湿sirox出口温度均值,sirox增温增湿sirox出口温度SD,sirox增温增湿sirox出口温度CPK,sirox增温增湿sirox出口温度P,kld烘丝热风风速均值,kld烘丝热风风速SD,kld烘丝热风温度均值,kld烘丝热风温度SD,kld烘丝热风温度CPK,kld烘丝热风温度P,kld烘丝烘后水分均值,kld烘丝烘后水分SD,kld烘丝烘后水分CPK,kld烘丝烘后水分P,kld烘丝烘后温度均值,kld烘丝烘后温度SD,kld烘丝烘后温度CPK,kld烘丝烘后温度P,叶丝重量,储叶房温度,储叶房湿度,储丝房温度,储丝房湿度
2019-02-24,利群(新版)烟丝,052 ,3500.2688,4.0425,3996.0876,18.6687,1.0242,47.9816,0.8361,1.1887,0.9997,60.0097,0.5585,1.7846,1.0000,220.4000,4000.1217,3.8319,4684.2305,17.1712,0.1058,2.6125,1.0000,19.0647,0.0928,2.6403,1.0000,38.0123,0.4318,2.3066,1.0000,79.8665,0.6283,93.7000,55.8366,0.2867,4.8410,100.0000,0.1025,0.2109,7.7415,1.0000,0.0164,52.0000,4100.0708,2.8269,4840.9907,18.6828,0.0655,2.4586,1.0000,73.2164,0.0217,3.2039,0.0036,81.9052,0.1687,4.1394,1.0000,1561.6857,31.4265,99.9748,0.3346,0.9711,0.9971,11.9136,0.0577,1.8131,1.0000,50.7291,0.2386,2.4159,1.0000,4454.9639,26.8,67.7,22.8,56.2
2019-02-24,利群(新版)烟丝,053 ,3500.3411,4.2220,3996.3701,18.5579,0.7961,48.5156,0.6506,1.2729,0.9999,59.9822,0.4840,2.0539,1.0000,220.4000,4000.4504,3.9333,4700.4766,17.0444,0.0997,3.1953,1.0000,19.0742,0.1214,1.9927,1.0000,38.3602,0.1166,7.5455,1.0000,79.9464,0.5438,94.0500,54.6253,0.4470,3.4494,100.0000,0.0874,0.1780,9.2007,1.0000,0.0430,57.6000,4100.2163,2.1557,4811.5723,18.6197,0.0553,2.5319,1.0000,73.1210,0.0313,3.1990,0.0040,81.1605,0.2192,4.3178,1.0000,1566.6658,35.2075,99.9951,0.3277,1.0121,0.9977,11.7903,0.0646,0.9822,0.9984,50.3404,0.2900,1.5408,1.0000,4422.6675,26.8,67.5,22.9,56.5
2019-02-24,利群(新版)烟丝,054 ,3500.3313,4.4251,3997.5735,18.5105,0.8932,48.7018,0.6525,1.1741,0.9998,59.8769,0.4518,2.1224,1.0000,220.5000,4000.0846,3.8037,4710.0605,16.8828,0.1189,3.1314,1.0000,19.0789,0.0835,2.8780,1.0000,38.4802,0.1333,6.3007,1.0000,79.8970,0.6496,94.2000,55.3229,0.2567,6.0737,100.0000,0.1133,0.2722,5.9834,1.0000,0.0013,67.0000,4100.0362,2.7145,4851.3838,18.6441,0.0498,2.9705,1.0000,73.0981,0.0430,3.1998,0.0036,81.0114,0.2054,4.8511,1.0000,1566.8468,35.1398,99.9928,0.2930,1.1296,0.9994,11.7932,0.0687,0.9369,0.9975,50.6625,0.1916,2.8925,1.0000,4463.2813,26.9,67.5,22.9,56.3
2019-02-24,利群(新版)烟丝,055 ,3499.9119,4.5511,3996.3484,18.5302,0.8660,48.8497,0.5995,1.1956,0.9998,60.0383,0.4068,2.4268,1.0000,220.3000,4000.0208,3.2132,4704.4102,17.1174,0.1093,2.6929,1.0000,19.0273,0.1049,2.4553,1.0000,38.1873,0.2856,3.2824,1.0000,79.9246,0.5321,94.2000,54.7285,0.5451,2.8913,100.0000,0.0906,0.1896,8.6294,1.0000,0.1188,54.0000,4100.0685,2.7948,4818.9712,18.6785,0.0475,3.3561,1.0000,73.1299,0.0552,3.2000,0.0070,80.7054,0.2580,3.4947,1.0000,1566.4257,34.8996,100.0164,0.3185,1.0295,0.9983,11.8860,0.0801,1.1899,0.9998,50.7540,0.1911,3.0599,1.0000,4436.9819,26.8,68.1,22.9,56.3
2019-02-24,利群(新版)烟丝,056 ,3499.8771,4.1453,4000.0059,18.4978,0.7252,48.9073,0.5863,1.1898,0.9998,60.0062,0.3396,2.9386,1.0000,220.7000,3999.9362,3.4258,4701.0488,16.9807,0.1021,3.3292,1.0000,19.0946,0.1636,1.4370,1.0000,38.0328,0.2126,4.6530,1.0000,79.9693,0.4003,94.1000,55.1895,0.2561,6.2621,100.0000,0.0771,0.1381,11.8845,1.0000,0.0840,61.1000,4100.0201,1.7204,4780.6592,18.6783,0.0505,3.1600,1.0000,73.7111,0.0971,3.2037,0.0074,81.8618,0.3783,1.8841,1.0000,1607.3108,33.2665,99.9928,0.3091,1.0707,0.9988,11.9354,0.0553,2.0203,1.0000,49.2813,0.4496,0.2086,0.7343,4371.1494,26.8,68.2,22.8,56.8
2019-02-24,利群(新版)烟丝,057 ,3500.0424,4.4325,3996.6711,18.4978,0.9152,48.7201,0.6260,1.2141,0.9999,60.0346,0.3211,3.0785,1.0000,220.4000,3999.9277,4.0365,4693.8140,16.9078,0.1210,3.0092,1.0000,19.1113,0.0894,2.5669,1.0000,37.6684,0.1849,4.8118,1.0000,79.9119,0.5840,93.9500,54.7937,0.4242,3.7665,100.0000,0.0977,0.2205,7.4121,1.0000,0.0785,67.3000,4099.9408,2.0259,4811.7056,18.5704,0.0648,1.9056,1.0000,73.4712,0.0975,3.2038,0.0064,82.0492,0.2128,3.0562,1.0000,1589.9049,37.5701,100.0149,0.3210,1.0230,0.9981,11.9626,0.0679,1.7794,1.0000,50.1991,0.3321,1.2035,0.9998,4416.8467,26.9,68.5,22.8,56.8
2019-02-24,利群(新版)烟丝,058 ,3500.9110,8.7644,3996.8447,18.5281,0.9295,48.5085,0.6156,1.3490,1.0000,60.0544,0.4010,2.4488,1.0000,220.5000,3999.7977,3.6082,4709.0195,16.9733,0.1141,2.9986,1.0000,19.1652,0.0893,2.3684,1.0000,37.7488,0.1168,7.8448,1.0000,79.9400,0.4180,94.1500,55.2534,0.2660,5.9492,100.0000,0.0715,0.1213,13.5467,1.0000,0.0323,63.4000,4099.7323,1.8916,4830.5615,18.6452,0.0543,2.7321,1.0000,73.2904,0.0642,3.1937,0.0076,81.8517,0.2022,3.5421,1.0000,1589.5104,31.0024,100.0097,0.2073,1.5921,1.0000,11.9866,0.0671,1.9195,1.0000,50.4957,0.2744,1.8167,1.0000,4436.1274,26.8,68.4,22.9,56.6
2019-02-24,利群(新版)烟丝,059 ,3499.8804,3.9682,3998.8757,18.4321,0.6842,48.2844,0.6357,1.4238,1.0000,59.9014,0.3532,2.7383,1.0000,220.6000,4000.0577,4.0341,4694.7563,16.9092,0.1028,3.5377,1.0000,19.1566,0.0821,2.6130,1.0000,37.7613,0.1414,6.5090,1.0000,79.9007,0.6011,93.9500,55.0696,0.2715,6.0529,100.0000,0.0752,0.1448,11.3370,1.0000,0.0584,67.4000,4100.0692,1.6671,4804.2383,18.6107,0.0646,2.1178,1.0000,73.3655,0.0369,3.2049,0.0034,81.7276,0.1977,3.8309,1.0000,1582.9546,35.7462,100.0138,0.3165,1.0387,0.9984,11.9774,0.0654,1.9243,1.0000,50.6769,0.2859,1.9553,1.0000,4414.0757,26.8,68.0,22.9,56.5
2019-02-24,利群(新版)烟丝,060 ,3499.9520,4.7334,3999.6204,18.4046,0.6832,48.1078,0.7261,1.3277,1.0000,59.9322,0.2746,3.5589,1.0000,220.8000,3999.4608,3.5119,4711.4102,16.8053,0.1092,3.6483,1.0000,19.1023,0.0725,3.2057,1.0000,37.6396,0.2069,4.2525,1.0000,79.9741,0.4395,94.3000,55.9301,0.8267,1.6411,100.0000,0.0624,0.1186,13.8732,1.0000,0.0762,72.6000,4100.1200,1.8558,4845.5630,18.5617,0.0650,1.8558,1.0000,73.5195,0.0204,3.1956,0.0050,81.9853,0.2564,2.6189,1.0000,1583.2837,31.9560,99.9784,0.2910,1.1207,0.9994,11.8884,0.0604,1.5924,1.0000,51.0137,0.2128,3.1544,1.0000,4448.7466,27.2,66.3,23.0,56.6
2019-02-25,利群(新版)烟丝,061 ,3500.3166,4.3366,3996.3093,18.5985,0.7605,48.6404,0.7872,0.9991,0.9986,59.9525,0.3301,2.9816,1.0000,220.7000,4000.0662,3.7978,4689.0601,17.1532,0.1337,2.1113,1.0000,19.0281,0.1418,1.8141,1.0000,37.7777,0.6667,1.3889,1.0000,79.8714,0.6633,93.8500,56.1242,0.3167,4.0790,100.0000,0.1113,0.2417,6.7411,1.0000,0.0734,55.2000,4099.8488,1.9220,4800.6836,18.4919,0.0507,1.9194,1.0000,73.3407,0.0257,3.2029,0.0036,82.3881,0.1921,2.7969,1.0000,1585.8016,37.4725,99.9994,0.3530,0.9438,0.9954,11.8166,0.0670,1.0775,0.9994,50.9990,0.2606,2.5571,1.0000,4416.8833,26.8,68.3,22.0,57.6
2019-02-25,利群(新版)烟丝,062 ,3499.8080,4.3756,3997.9031,18.5640,0.6573,48.8740,0.5885,1.2042,0.9998,59.9773,0.2868,3.4603,1.0000,220.5000,4000.4426,3.6689,4689.1675,17.0453,0.1223,2.6022,1.0000,19.0889,0.0882,2.6887,1.0000,37.7553,0.1921,4.7801,1.0000,79.8890,0.6519,93.8000,54.3874,0.5878,2.4882,100.0000,0.0969,0.2076,7.8718,1.0000,0.0178,59.3000,4099.9690,2.1497,4782.5615,18.5309,0.0619,1.7825,1.0000,73.2696,0.0519,3.1940,0.0071,81.9612,0.1842,3.6890,1.0000,1589.6606,37.0164,99.9920,0.3401,0.9724,0.9967,11.8871,0.0904,1.0581,0.9992,50.9776,0.2153,3.0612,1.0000,4394.3022,27.0,68.5,22.1,57.2
2019-02-25,利群(新版)烟丝,063 ,3500.4149,4.2384,3996.4399,18.5145,0.7141,48.4415,0.5330,1.6000,1.0000,59.9763,0.2745,3.6136,1.0000,220.5000,3999.7338,3.7292,4691.9863,17.0818,0.1160,2.6384,1.0000,19.1232,0.0778,2.9012,1.0000,37.7844,0.1311,7.0819,1.0000,79.8718,0.7718,93.9500,55.1214,0.2505,6.4914,100.0000,0.0920,0.1958,8.3554,1.0000,0.1175,58.5000,4100.1015,2.2885,4879.6772,18.6480,0.0514,2.9078,1.0000,73.3119,0.0610,3.2037,0.0066,81.9404,0.2110,3.2539,1.0000,1587.6596,34.9942,99.9862,0.2367,1.3891,1.0000,11.9068,0.0572,1.7870,1.0000,51.2216,0.2095,3.5342,1.0000,4484.2324,26.8,67.6,22.6,56.5
2019-02-25,利群(新版)烟丝,064 ,3499.7973,4.6973,4001.3235,18.3818,0.6385,48.4768,0.6417,1.3107,1.0000,59.9808,0.2752,3.6104,1.0000,220.9000,4000.1961,3.6722,4693.5571,16.9310,0.1272,2.8014,1.0000,19.1438,0.1431,1.5284,1.0000,37.8842,0.1576,6.0999,1.0000,79.9270,0.5315,93.9500,54.4919,0.3908,3.8313,100.0000,0.0680,0.1338,12.2884,1.0000,0.0840,68.4000,4099.6450,2.1328,4768.9658,18.6732,0.0503,3.1379,1.0000,73.6199,0.1105,3.2021,0.0089,82.1362,0.3108,1.9986,1.0000,1621.6223,43.0629,100.0152,0.2216,1.4810,1.0000,11.9660,0.0636,1.9178,1.0000,49.2787,0.4924,0.1887,0.7143,4353.7700,26.9,68.0,22.9,56.7
2019-02-25,利群(新版)烟丝,065 ,3499.8053,3.9388,3999.1531,18.3791,0.8383,48.4706,0.6002,1.4047,1.0000,59.9847,0.2915,3.4125,1.0000,220.6000,4000.0130,3.8635,4712.7852,16.9085,0.1192,3.0512,1.0000,19.1245,0.1104,2.0396,1.0000,37.8663,0.0962,9.9324,1.0000,79.9593,0.4356,94.2500,55.7158,0.3730,3.8286,100.0000,0.0866,0.1718,9.5351,1.0000,0.0060,67.8000,4100.0761,2.0700,4818.6294,18.6435,0.0528,2.8011,1.0000,73.4683,0.0238,3.2013,0.0037,82.5032,0.1939,2.5727,1.0000,1607.2624,31.5335,99.9950,0.2463,1.3464,1.0000,11.9869,0.0664,1.9436,1.0000,50.0433,0.2166,1.6060,1.0000,4427.4224,26.8,68.4,22.9,56.4
2019-02-25,利群(新版)烟丝,066 ,3500.0189,3.9925,3998.7429,18.2963,0.7256,48.3944,0.6849,1.2681,0.9999,60.0136,0.3223,3.0886,1.0000,220.6000,3999.9054,3.3124,4699.3760,16.9118,0.1128,3.2158,1.0000,19.1682,0.0937,2.2480,1.0000,37.8930,0.1388,6.9491,1.0000,79.9482,0.5564,94.1000,54.8601,0.5880,2.7553,100.0000,0.1014,0.2480,6.5828,1.0000,0.1197,70.5000,4100.0256,1.9752,4814.5430,18.6347,0.0589,2.4598,1.0000,73.4559,0.0355,3.2087,0.0051,82.3030,0.2063,2.7421,1.0000,1595.6675,38.7338,99.9937,0.3066,1.0801,0.9989,11.9516,0.0724,1.6182,1.0000,50.3841,0.2368,1.9480,1.0000,4425.1450,26.7,67.8,23.0,56.5
2019-02-25,利群(新版)烟丝,067 ,3499.9379,4.3570,3999.6016,18.3292,0.8172,48.2400,0.7924,1.1610,0.9997,60.0071,0.3080,3.2387,1.0000,220.7000,3999.5931,3.9187,4702.5244,16.9520,0.1121,3.1174,1.0000,19.1353,0.0739,2.9978,1.0000,37.9113,0.1121,8.6579,1.0000,79.9579,0.4463,94.1000,55.7694,0.5125,2.7516,100.0000,0.0683,0.1415,11.6142,1.0000,0.0526,64.7000,4100.0039,2.1909,4817.6211,18.5015,0.0542,1.8546,1.0000,73.4011,0.0177,3.2073,0.0031,82.0808,0.1563,4.0934,1.0000,1583.6943,33.5836,99.9967,0.3178,1.0454,0.9983,12.0064,0.0802,1.6886,1.0000,50.7818,0.2098,2.8304,1.0000,4439.5796,26.8,68.1,23.0,56.6
2019-02-25,利群(新版)烟丝,068 ,3499.9950,4.1054,4003.0771,18.3858,0.7268,48.2296,0.7888,1.1708,0.9998,60.0207,0.3558,2.7912,1.0000,220.9000,4000.4062,3.7887,4711.7085,16.8995,0.1128,3.2535,1.0000,19.1405,0.0782,2.8112,1.0000,37.9078,0.1619,5.9862,1.0000,79.8831,0.6041,94.2500,54.6746,0.8964,1.7383,100.0000,0.0909,0.2249,7.2750,1.0000,0.0168,69.0000,4099.9638,1.8840,4824.3687,18.4897,0.0647,1.4933,1.0000,73.3537,0.0155,3.2095,0.0036,81.7024,0.2584,2.9641,1.0000,1581.3746,32.2294,99.9965,0.3306,1.0047,0.9975,11.9308,0.0609,1.8116,1.0000,50.9111,0.1980,3.2176,1.0000,4441.9868,26.6,67.9,23.1,56.6
2019-02-26,利群(新版)烟丝,069 ,3499.9886,4.1011,3999.6348,18.5098,0.6041,48.1559,0.7710,1.2296,0.9999,59.9540,0.2762,3.5645,1.0000,220.6000,3999.9885,3.9468,4693.6211,17.0012,0.1230,2.7063,1.0000,19.1044,0.0672,3.4491,1.0000,38.0714,0.2410,4.0502,1.0000,79.9118,0.6284,93.9000,54.7094,0.9098,1.7254,100.0000,0.0845,0.1755,9.3357,1.0000,0.0294,65.2000,4099.8597,1.6248,4801.0977,18.4828,0.0507,1.8605,1.0000,73.2980,0.0239,3.2022,0.0032,81.3590,0.2380,3.6990,1.0000,1566.5942,32.9875,99.9839,0.3578,0.9165,0.9948,11.9908,0.0781,1.6680,1.0000,51.0718,0.1936,3.5667,1.0000,4429.6924,26.8,67.2,23.1,56.5
2019-02-26,利群(新版)烟丝,070 ,3500.3383,3.9733,3995.7285,18.5284,0.7623,48.7131,0.7107,1.0726,0.9994,59.9818,0.2631,3.7778,1.0000,220.5000,4000.1338,3.7283,4698.1450,17.1541,0.1028,2.7416,1.0000,19.1398,0.0751,2.9291,1.0000,38.1597,0.1886,5.0189,1.0000,79.8760,0.7109,94.0000,54.5669,0.4553,3.3432,100.0000,0.1040,0.2489,6.5580,1.0000,0.0395,61.5000,4100.1171,1.9882,4789.5850,18.5398,0.0630,1.7982,1.0000,73.4372,0.0000,3.2074,0.0036,81.3722,0.3651,2.3989,1.0000,1573.4360,37.6418,100.0089,0.3103,1.0648,0.9987,11.9395,0.0799,1.4158,1.0000,51.2117,0.1938,3.8035,1.0000,4410.3423,26.9,67.1,23.2,56.6
2019-02-26,利群(新版)烟丝,071 ,3500.1260,4.3067,3998.8140,18.4775,0.7253,48.8602,0.6701,1.0644,0.9993,59.9782,0.3254,3.0509,1.0000,220.4000,3999.8639,4.3039,4700.0010,16.9918,0.1099,3.0567,1.0000,19.1371,0.0746,2.9610,1.0000,38.2094,0.1397,6.6590,1.0000,79.9111,0.6225,94.0500,54.8568,0.2361,6.8581,100.0000,0.0681,0.1402,11.7258,1.0000,0.0532,67.1000,4099.8992,1.9388,4817.8032,18.5334,0.0700,1.5880,1.0000,73.2843,0.0613,3.1974,0.0091,81.5891,0.2442,3.2914,1.0000,1572.3437,33.1796,100.0013,0.3012,1.1054,0.9991,11.9080,0.0764,1.3439,1.0000,51.4981,0.2053,4.0553,1.0000,4436.8931,26.8,67.7,23.1,56.4
2019-02-26,利群(新版)烟丝,072 ,3499.9060,4.0451,3993.2268,18.4185,0.7332,48.6028,0.7384,1.0822,0.9994,59.9997,0.3850,2.5975,1.0000,220.2000,4000.0846,3.9013,4690.9512,17.0353,0.1164,2.7627,1.0000,19.1691,0.2308,0.9113,0.9969,38.0479,0.1486,6.6209,1.0000,79.9943,0.3924,93.9000,54.0115,0.2840,4.7079,100.0000,0.0671,0.1396,11.7774,1.0000,0.0863,67.1000,4099.9687,2.1638,4871.4619,18.5989,0.0500,2.6577,1.0000,73.2542,0.0398,3.2063,0.0053,81.3793,0.1906,4.5825,1.0000,1572.5898,28.6134,99.9804,0.3538,0.9237,0.9952,11.9521,0.0718,1.6356,1.0000,51.5742,0.1767,4.8556,1.0000,4486.1782,26.9,67.6,23.1,56.5
2019-02-26,利群(新版)烟丝,073 ,3500.0470,4.0905,3996.7954,18.3770,0.8563,48.6096,0.6194,1.2864,0.9999,60.0316,0.3745,2.6418,1.0000,220.6000,4000.3323,3.6967,4695.7456,17.0368,0.1194,2.6892,1.0000,19.1102,0.0860,2.6743,1.0000,38.0044,0.1990,5.0175,1.0000,79.8692,0.7002,93.9500,54.8839,0.2336,6.9695,100.0000,0.0950,0.2276,7.1848,1.0000,0.0374,69.6000,4100.2289,2.0784,4764.9438,18.6434,0.0502,2.9452,1.0000,73.6671,0.1065,3.2028,0.0087,81.9388,0.2976,2.3087,1.0000,1573.1961,34.1599,100.0030,0.3390,0.9802,0.9968,11.9416,0.0645,1.7653,1.0000,50.2420,0.4054,1.0212,0.9989,4360.4736,26.9,67.9,22.7,56.4
2019-02-26,利群(新版)烟丝,074 ,3499.9504,3.9524,3999.1733,18.3330,0.6464,48.5373,0.4850,1.6927,1.0000,60.0324,0.3187,3.1037,1.0000,220.6000,4000.1901,4.0455,4697.2661,16.8791,0.1073,3.4827,1.0000,19.1502,0.0707,3.0634,1.0000,38.1408,0.0998,9.5456,1.0000,79.9474,0.5519,94.0000,53.9952,0.4235,3.1446,100.0000,0.0870,0.1938,8.4516,1.0000,0.0582,77.7000,4100.0946,1.9721,4834.6094,18.6695,0.0456,3.4289,1.0000,73.4847,0.0222,3.1969,0.0056,81.8223,0.2110,3.4405,1.0000,1572.2612,30.6691,100.0049,0.3115,1.0647,0.9987,11.9411,0.0639,1.7789,1.0000,50.9888,0.2262,2.9312,1.0000,4439.9351,27.0,68.1,22.7,55.9
2019-02-26,利群(新版)烟丝,075 ,3500.1692,4.3898,4000.0222,18.3607,0.8096,48.4105,0.6483,1.3314,1.0000,60.0023,0.5018,1.9914,1.0000,220.8000,4000.3146,3.6297,4704.1274,16.9927,0.1231,2.7277,1.0000,19.1761,0.0853,2.4387,1.0000,38.2095,0.1318,7.0571,1.0000,79.8785,0.6670,94.1500,56.5454,0.2549,4.5175,100.0000,0.0913,0.2116,7.7332,1.0000,0.0717,72.6000,4099.8938,1.6586,4808.3867,18.6296,0.0512,2.7972,1.0000,73.3789,0.0558,3.2053,0.0053,80.9296,0.2195,4.4491,1.0000,1584.4274,34.1377,99.9899,0.3240,1.0183,0.9980,12.0972,0.0574,2.8892,1.0000,50.5990,0.2271,2.3465,1.0000,4406.2505,26.8,67.9,22.8,56.0
2019-02-26,利群(新版)烟丝,076 ,3500.0003,4.4585,3998.2981,18.3895,0.7909,48.4095,0.6125,1.4097,1.0000,60.0269,0.3861,2.5665,1.0000,220.4000,4000.2154,3.8528,4697.9434,16.9157,0.1083,3.3361,1.0000,19.1523,0.0815,2.6496,1.0000,38.3344,0.1201,7.3995,1.0000,79.8998,0.6424,94.0000,56.8517,0.8933,1.1748,100.0000,0.1012,0.2433,6.7126,1.0000,0.0438,76.2000,4100.0620,1.8261,4806.4160,18.5209,0.0487,2.1977,1.0000,73.2763,0.0200,3.2031,0.0043,80.7408,0.2201,4.1505,1.0000,1570.0681,34.1359,99.9885,0.3136,1.0506,0.9986,11.9063,0.0874,1.1685,0.9998,51.2171,0.2244,3.2937,1.0000,4406.8057,26.9,67.3,22.8,55.9
2019-02-26,利群(新版)烟丝,077 ,3500.0448,4.2805,4000.5830,18.4424,0.8935,48.2769,0.6452,1.4069,1.0000,60.0357,0.4349,2.2720,1.0000,220.1000,4000.5534,3.8598,4710.4492,17.0292,0.1346,2.4041,1.0000,19.1633,0.2592,0.8189,0.9930,38.1473,0.1296,7.3380,1.0000,79.8768,0.7168,94.3000,55.4781,0.8348,1.8057,100.0000,0.0973,0.2119,7.7118,1.0000,0.0966,70.4000,4099.9654,2.0231,4823.1245,18.5515,0.0614,1.9067,1.0000,73.3811,0.0298,3.2003,0.0049,81.5919,0.2905,2.7630,1.0000,1562.8058,31.9022,99.9936,0.3124,1.0601,0.9986,11.8947,0.0787,1.2485,0.9999,51.3327,0.1859,4.1821,1.0000,4417.7510,26.5,67.5,22.9,55.7
2019-02-27,利群(新版)烟丝,078 ,3500.0182,3.7088,3996.9465,18.5516,0.7234,48.4923,0.6805,1.2284,0.9999,60.0385,0.3402,2.9016,1.0000,220.5000,3999.6185,3.9019,4687.4795,17.1618,0.1110,2.5165,1.0000,19.0923,0.0933,2.5276,1.0000,37.6508,0.2449,3.6075,1.0000,79.9274,0.5713,93.7500,55.0631,0.3042,5.4096,100.0000,0.0838,0.1791,9.1487,1.0000,0.0004,63.1000,4100.0635,1.8490,4786.6050,18.6181,0.0627,2.2231,1.0000,73.2850,0.0195,3.2024,0.0048,81.4094,0.1990,4.3404,1.0000,1566.9293,31.2248,99.9946,0.2351,1.4104,1.0000,11.9199,0.0773,1.3803,1.0000,51.2144,0.2458,3.0033,1.0000,4390.0605,26.8,68.2,22.9,55.9
2019-02-27,利群(新版)烟丝,079 ,3500.2779,4.6454,3998.3359,18.4779,0.6768,48.7942,0.5940,1.2377,0.9999,59.8948,0.3169,3.0450,1.0000,220.5000,3999.9838,3.7349,4696.4692,17.0844,0.0970,3.1477,1.0000,19.0553,0.1067,2.3273,1.0000,38.0564,0.1012,9.6991,1.0000,79.8536,0.7371,93.9500,55.2011,0.7591,2.1072,100.0000,0.0833,0.1544,10.6171,1.0000,0.0220,66.1000,4099.9620,2.0208,4794.2007,18.5705,0.0503,2.4570,1.0000,73.3490,0.0602,3.2059,0.0064,81.5899,0.1823,4.4065,1.0000,1560.6020,33.9103,100.0040,0.1867,1.7787,1.0000,11.9634,0.0612,1.9802,1.0000,51.4902,0.1776,4.6739,1.0000,4399.2168,27.0,67.8,22.9,56.1
2019-02-27,利群(新版)烟丝,080 ,3499.9140,4.1642,3995.9832,18.5955,0.8630,48.8232,0.6430,1.1284,0.9996,59.9153,0.4025,2.4141,1.0000,220.4000,3999.7636,3.5414,4696.8574,17.0927,0.1187,2.5488,1.0000,19.0925,0.0690,3.4190,1.0000,37.9792,0.1354,7.3327,1.0000,79.8870,0.7292,93.9500,56.3844,0.2305,5.2285,100.0000,0.0973,0.2032,8.0438,1.0000,0.0137,65.8000,4099.8062,2.3084,4814.2295,18.6478,0.0554,2.6961,1.0000,73.2232,0.0775,3.1977,0.0071,81.3381,0.1811,4.9004,1.0000,1567.9496,34.7060,99.9928,0.1816,1.8221,1.0000,12.0225,0.0584,2.4103,1.0000,51.6095,0.2442,3.5625,1.0000,4418.8745,26.9,67.9,22.9,56.2
2019-02-27,利群(新版)烟丝,081 ,3500.0439,4.4720,3998.7090,18.3667,0.6476,48.6106,0.7376,1.0797,0.9994,59.8715,0.3330,2.8742,1.0000,220.5000,3999.9308,3.7623,4695.6943,16.9082,0.1193,3.0506,1.0000,19.1052,0.1382,1.6757,1.0000,37.8521,0.1237,7.6852,1.0000,79.9753,0.4117,94.0000,54.9344,0.5225,3.1481,100.0000,0.0859,0.1407,11.6417,1.0000,0.0917,75.4000,4100.1562,2.2139,4816.5547,18.6022,0.0884,1.5167,1.0000,73.2338,0.0875,3.1997,0.0065,81.1480,0.1951,4.8737,1.0000,1558.0851,37.5334,99.9927,0.1776,1.8633,1.0000,12.0199,0.0708,1.9766,1.0000,51.7096,0.2011,4.4909,1.0000,4417.8706,26.9,67.8,22.9,55.8
2019-02-27,利群(新版)烟丝,082 ,3500.6450,3.7628,3999.2578,18.3866,0.6664,48.7776,0.6230,1.1890,0.9998,59.8707,0.4055,2.3597,1.0000,220.5000,4000.4469,3.5566,4694.9990,16.9392,0.1060,3.3349,1.0000,19.1132,0.0855,2.6775,1.0000,37.7296,0.1254,7.2548,1.0000,79.8455,0.8897,94.0000,56.2737,0.2494,4.9801,100.0000,0.0789,0.1259,13.0272,1.0000,0.1065,72.8000,4100.3466,2.2884,4871.0503,18.6588,0.0480,3.1845,1.0000,73.2344,0.0369,3.2013,0.0046,81.0642,0.2515,3.8908,1.0000,1564.1804,33.0098,100.0084,0.1662,1.9893,1.0000,12.0727,0.0600,2.6268,1.0000,51.8465,0.2353,4.0327,1.0000,4472.8574,26.9,67.7,22.9,55.8
